popularityOrder,id,name,filename,scope,categoryId,countryCode,searchQuery,selectionConfidence,selectionScore,unsplashPhotoId,unsplashPhotoSlug,unsplashPhotoUrl,photographerName,photographerUsername,photographerProfileUrl,imageUrl,downloadedAt,failed
114,newyork,뉴욕,newyork.jpg,international,americas-oceania,US,United States of America United States,high,246,S55zaMwxUFs,a-large-american-flag-flying-in-the-sky-S55zaMwxUFs,https://unsplash.com/photos/a-large-american-flag-flying-in-the-sky-S55zaMwxUFs?utm_source=plin_trip_destinations&utm_medium=referral,Dima DallAcqua,dimadallacqua,https://unsplash.com/@dimadallacqua?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1738034766231-5f30c324025c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8dW5pdGVkJTIwc3RhdGVzJTIwb2YlMjBhbWVyaWNhJTIwdW5pdGVkJTIwc3RhdGVzfGVufDB8fHx8MTc3NjYxODYxNHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:15.378Z,false
115,gwangju,광주,gwangju.jpg,domestic,jeolla,KR,gwangju South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Z3dhbmdqdSUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NjE2fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:17.479Z,false
116,losangeles,로스앤젤레스,losangeles.jpg,international,americas-oceania,US,United States of America United States,high,356,S55zaMwxUFs,a-large-american-flag-flying-in-the-sky-S55zaMwxUFs,https://unsplash.com/photos/a-large-american-flag-flying-in-the-sky-S55zaMwxUFs?utm_source=plin_trip_destinations&utm_medium=referral,Dima DallAcqua,dimadallacqua,https://unsplash.com/@dimadallacqua?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1738034766231-5f30c324025c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8dW5pdGVkJTIwc3RhdGVzJTIwb2YlMjBhbWVyaWNhJTIwdW5pdGVkJTIwc3RhdGVzfGVufDB8fHx8MTc3NjYxODYxOHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:19.190Z,false
117,gunsan,군산,gunsan.jpg,domestic,jeolla,KR,gunsan South Korea,low,-22,D3MsY17TeGM,ornate-korean-temple-with-traditional-architecture-and-colorful-architecture-D3MsY17TeGM,https://unsplash.com/photos/ornate-korean-temple-with-traditional-architecture-and-colorful-architecture-D3MsY17TeGM?utm_source=plin_trip_destinations&utm_medium=referral,insung yoon,insungpandora,https://unsplash.com/@insungpandora?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1756216996744-61021810cfc0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTV8fGd1bnNhbiUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NjIwfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:22.673Z,false
118,sanfrancisco,샌프란시스코,sanfrancisco.jpg,international,americas-oceania,US,United States of America United States,high,246,S55zaMwxUFs,a-large-american-flag-flying-in-the-sky-S55zaMwxUFs,https://unsplash.com/photos/a-large-american-flag-flying-in-the-sky-S55zaMwxUFs?utm_source=plin_trip_destinations&utm_medium=referral,Dima DallAcqua,dimadallacqua,https://unsplash.com/@dimadallacqua?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1738034766231-5f30c324025c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8dW5pdGVkJTIwc3RhdGVzJTIwb2YlMjBhbWVyaWNhJTIwdW5pdGVkJTIwc3RhdGVzfGVufDB8fHx8MTc3NjYxODYxNHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:24.180Z,false
119,mokpo,목포,mokpo.jpg,domestic,jeolla,KR,mokpo South Korea,low,-3,B80xcZKO3nI,a-group-of-men-sitting-on-a-bench-B80xcZKO3nI,https://unsplash.com/photos/a-group-of-men-sitting-on-a-bench-B80xcZKO3nI?utm_source=plin_trip_destinations&utm_medium=referral,martin bennie,martinbennie,https://unsplash.com/@martinbennie?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1663767448655-d53a43cb18c8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fG1va3BvJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg2MjV8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:26.798Z,false
120,lasvegas,라스베이거스,lasvegas.jpg,international,americas-oceania,US,United States of America United States,high,246,S55zaMwxUFs,a-large-american-flag-flying-in-the-sky-S55zaMwxUFs,https://unsplash.com/photos/a-large-american-flag-flying-in-the-sky-S55zaMwxUFs?utm_source=plin_trip_destinations&utm_medium=referral,Dima DallAcqua,dimadallacqua,https://unsplash.com/@dimadallacqua?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1738034766231-5f30c324025c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8dW5pdGVkJTIwc3RhdGVzJTIwb2YlMjBhbWVyaWNhJTIwdW5pdGVkJTIwc3RhdGVzfGVufDB8fHx8MTc3NjYxODYxNHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:29.719Z,false
121,orlando,올랜도,orlando.jpg,international,americas-oceania,US,United States of America United States,high,246,S55zaMwxUFs,a-large-american-flag-flying-in-the-sky-S55zaMwxUFs,https://unsplash.com/photos/a-large-american-flag-flying-in-the-sky-S55zaMwxUFs?utm_source=plin_trip_destinations&utm_medium=referral,Dima DallAcqua,dimadallacqua,https://unsplash.com/@dimadallacqua?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1738034766231-5f30c324025c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8dW5pdGVkJTIwc3RhdGVzJTIwb2YlMjBhbWVyaWNhJTIwdW5pdGVkJTIwc3RhdGVzfGVufDB8fHx8MTc3NjYxODYwOXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:31.541Z,false
122,damyang,담양,damyang.jpg,domestic,jeolla,KR,damyang South Korea,low,-22,GKHo02bmykk,bamboo-stalks-in-a-dense-and-green-forest-GKHo02bmykk,https://unsplash.com/photos/bamboo-stalks-in-a-dense-and-green-forest-GKHo02bmykk?utm_source=plin_trip_destinations&utm_medium=referral,Sung Jin Cho,mbuff,https://unsplash.com/@mbuff?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1748768168931-68505ae813c2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8ZGFteWFuZyUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NjMyfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:33.598Z,false
123,toronto,토론토,toronto.jpg,international,americas-oceania,CA,toronto Canada,medium,114,Onadzzr1yBU,toronto-building-with-lights-Onadzzr1yBU,https://unsplash.com/photos/toronto-building-with-lights-Onadzzr1yBU?utm_source=plin_trip_destinations&utm_medium=referral,Conor Samuel,csbphotography,https://unsplash.com/@csbphotography?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1542704792-e30dac463c90?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTJ8fHRvcm9udG8lMjBjYW5hZGF8ZW58MHx8fHwxNzc2NjE4NjM0fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:35.818Z,false
124,namwon,남원,namwon.jpg,domestic,jeolla,KR,namwon South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bmFtd29uJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg2MzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:38.434Z,false
125,vancouver,밴쿠버,vancouver.jpg,international,americas-oceania,CA,vancouver Canada,low,-22,XH82uGMB8H8,a-view-of-a-city-with-a-lake-in-the-foreground-XH82uGMB8H8,https://unsplash.com/photos/a-view-of-a-city-with-a-lake-in-the-foreground-XH82uGMB8H8?utm_source=plin_trip_destinations&utm_medium=referral,Peter Skaronis,skaronis,https://unsplash.com/@skaronis?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1653310193009-e19a083e4106?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8dmFuY291dmVyJTIwY2FuYWRhfGVufDB8fHx8MTc3NjYxODYzOXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:40.515Z,false
126,wanju,완주,wanju.jpg,domestic,jeolla,KR,wanju South Korea,low,-28,7a0yM0Er7-E,a-group-of-pink-flowers-with-a-contrail-in-the-background-7a0yM0Er7-E,https://unsplash.com/photos/a-group-of-pink-flowers-with-a-contrail-in-the-background-7a0yM0Er7-E?utm_source=plin_trip_destinations&utm_medium=referral,insung yoon,insungpandora,https://unsplash.com/@insungpandora?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1506841637636-9d04ec0d3f49?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8d2FuanUlMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODY0MXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:42.938Z,false
127,mexicocity,멕시코시티,mexicocity.jpg,international,americas-oceania,MX,mexico city Mexico,low,11,azE50UpJDP0,assorted-color-plastic-toy-lot-azE50UpJDP0,https://unsplash.com/photos/assorted-color-plastic-toy-lot-azE50UpJDP0?utm_source=plin_trip_destinations&utm_medium=referral,Jeremy Lwanga,jerang,https://unsplash.com/@jerang?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1542835435-4fa357baa00b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8bWV4aWNvJTIwY2l0eSUyMG1leGljb3xlbnwwfHx8fDE3NzY2MTg2NDN8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:44.949Z,false
128,gochang,고창,gochang.jpg,domestic,jeolla,KR,gochang South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Z29jaGFuZyUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NjQ1fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:48.198Z,false
129,cancun,칸쿤,cancun.jpg,international,americas-oceania,MX,cancun Mexico,low,15,88intec2Q5Q,dock-during-daytime-88intec2Q5Q,https://unsplash.com/photos/dock-during-daytime-88intec2Q5Q?utm_source=plin_trip_destinations&utm_medium=referral,Andreas M,nextvoyage_pl,https://unsplash.com/@nextvoyage_pl?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1570737543098-0983d88f796d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGNhbmN1biUyMG1leGljb3xlbnwwfHx8fDE3NzY2MDk3ODR8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:50.045Z,false
130,muju,무주,muju.jpg,domestic,jeolla,KR,Deogyusan South Korea,manual,1000,q9_eNFY,green-trees-beside-gray-concrete-road-ksw-q9_eNFY,https://unsplash.com/photos/green-trees-beside-gray-concrete-road-ksw-q9_eNFY?utm_source=plin_trip_destinations&utm_medium=referral,Suzi Kim,kimsuzi08,https://unsplash.com/@kimsuzi08?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1623568098325-cf4f31e34689?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,2026-04-19T17:27:35.721Z,false
131,riodejaneiro,리우데자네이루,riodejaneiro.jpg,international,americas-oceania,BR,rio de janeiro Brazil,low,-4,CErddu-JwKw,christ-redeemer-statue-brazil-CErddu-JwKw,https://unsplash.com/photos/christ-redeemer-statue-brazil-CErddu-JwKw?utm_source=plin_trip_destinations&utm_medium=referral,Raphael Nogueira,phaelnogueira,https://unsplash.com/@phaelnogueira?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1518639192441-8fce0a366e2e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8cmlvJTIwZGUlMjBqYW5laXJvJTIwYnJhemlsfGVufDB8fHx8MTc3NjYxODY1Mnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:53.875Z,false
132,naju,나주,naju.jpg,domestic,jeolla,KR,naju South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8bmFqdSUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NjU0fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:56.065Z,false
133,sydney,시드니,sydney.jpg,international,americas-oceania,AU,sydney Australia,medium,114,7Zb7kUyQg1E,sydney-opera-house-during-daytime-7Zb7kUyQg1E,https://unsplash.com/photos/sydney-opera-house-during-daytime-7Zb7kUyQg1E?utm_source=plin_trip_destinations&utm_medium=referral,Dan Freeman,danfreemanphoto,https://unsplash.com/@danfreemanphoto?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8c3lkbmV5JTIwYXVzdHJhbGlhfGVufDB8fHx8MTc3NjYxODY1Nnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:10:58.188Z,false
134,melbourne,멜버른,melbourne.jpg,international,americas-oceania,AU,melbourne Australia,low,13,-gmtAa0Q5MI,white-bridge-across-city-buildings--gmtAa0Q5MI,https://unsplash.com/photos/white-bridge-across-city-buildings--gmtAa0Q5MI?utm_source=plin_trip_destinations&utm_medium=referral,Denise Jans,dmjdenise,https://unsplash.com/@dmjdenise?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1545044846-351ba102b6d5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bWVsYm91cm5lJTIwYXVzdHJhbGlhfGVufDB8fHx8MTc3NjU2OTU2Mnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:00.337Z,false
135,haenam,해남,haenam.jpg,domestic,jeolla,KR,haenam South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8aGFlbmFtJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg2NjF8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:02.801Z,false
136,brisbane,브리즈번,brisbane.jpg,international,americas-oceania,AU,brisbane Australia,low,9,EmjksX5PhAg,gray-metal-bridge-over-river-during-daytime-EmjksX5PhAg,https://unsplash.com/photos/gray-metal-bridge-over-river-during-daytime-EmjksX5PhAg?utm_source=plin_trip_destinations&utm_medium=referral,Valeria Davgon,nossunt,https://unsplash.com/@nossunt?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1610431009999-3f3d622888a8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGJyaXNiYW5lJTIwYXVzdHJhbGlhfGVufDB8fHx8MTc3NjYxODY2NHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:05.742Z,false
137,boseong,보성,boseong.jpg,domestic,jeolla,KR,Green Tea South Korea,manual,1000,v88,rows-of-lush-green-tea-plants-in-a-field-clWhSQg-v88,https://unsplash.com/photos/rows-of-lush-green-tea-plants-in-a-field-clWhSQg-v88?utm_source=plin_trip_destinations&utm_medium=referral,Karen Chew,karenchew,https://unsplash.com/@karenchew?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1764092184365-0c4c62b55d97?q=80&w=1470&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,2026-04-19T17:27:37.885Z,false
138,perth,퍼스,perth.jpg,international,americas-oceania,AU,perth Australia,low,21,ZXgGLpUF8cg,city-skyline-near-body-of-water-during-daytime-ZXgGLpUF8cg,https://unsplash.com/photos/city-skyline-near-body-of-water-during-daytime-ZXgGLpUF8cg?utm_source=plin_trip_destinations&utm_medium=referral,Urlaubstracker,urlaubstracker,https://unsplash.com/@urlaubstracker?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1596826063323-9a60b8d11e72?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTR8fHBlcnRoJTIwYXVzdHJhbGlhfGVufDB8fHx8MTc3NjYxODY2OHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:09.363Z,false
139,sinan,신안,sinan.jpg,domestic,jeolla,KR,sinan South Korea,low,-14,VXGgWP_D3MQ,city-scale-under-white-sky-at-daytime-VXGgWP_D3MQ,https://unsplash.com/photos/city-scale-under-white-sky-at-daytime-VXGgWP_D3MQ?utm_source=plin_trip_destinations&utm_medium=referral,Markus Leo,imnotaleo,https://unsplash.com/@imnotaleo?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1514625796505-dba9ebaf5816?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8c2luYW4lMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODY3MHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:12.501Z,false
140,auckland,오클랜드,auckland.jpg,international,americas-oceania,NZ,auckland New Zealand,low,21,x0NvSdPk404,city-skyline-during-night-time-x0NvSdPk404,https://unsplash.com/photos/city-skyline-during-night-time-x0NvSdPk404?utm_source=plin_trip_destinations&utm_medium=referral,Partha Narasimhan,notsphinx,https://unsplash.com/@notsphinx?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1600208669687-f19af3638cb9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8YXVja2xhbmQlMjBuZXclMjB6ZWFsYW5kfGVufDB8fHx8MTc3NjU3NjA4Nnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:15.222Z,false
141,changwon,창원,changwon.jpg,domestic,gyeongsang,KR,Jinhae South Korea,manual,1000,g7a4suSLJJM,a-street-lined-with-trees-with-pink-flowers-g7a4suSLJJM,https://unsplash.com/photos/a-street-lined-with-trees-with-pink-flowers-g7a4suSLJJM?utm_source=plin_trip_destinations&utm_medium=referral,Jean-Pierre Tran,jeanpierretran,https://unsplash.com/@jeanpierretran?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1675002369691-23cacf99fb8e?q=80&w=1374&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,2026-04-19T17:27:40.914Z,false
142,queenstown,퀸스타운,queenstown.jpg,international,americas-oceania,NZ,queenstown New Zealand,low,13,6EXdJNbjxV0,body-of-water-with-city-and-mountains-6EXdJNbjxV0,https://unsplash.com/photos/body-of-water-with-city-and-mountains-6EXdJNbjxV0?utm_source=plin_trip_destinations&utm_medium=referral,Photoholgic,photoholgic,https://unsplash.com/@photoholgic?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1530656131887-4765f003e900?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8cXVlZW5zdG93biUyMG5ldyUyMHplYWxhbmR8ZW58MHx8fHwxNzc2NTc3MDU1fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:18.091Z,false
143,gimhae,김해,gimhae.jpg,domestic,gyeongsang,KR,gimhae South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Z2ltaGFlJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg2Nzl8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:20.411Z,false
144,cairo,카이로,cairo.jpg,international,africa,EG,cairo Egypt,low,31,rxv2qwYPe6s,aerial-photography-of-pyramids-of-egypt-rxv2qwYPe6s,https://unsplash.com/photos/aerial-photography-of-pyramids-of-egypt-rxv2qwYPe6s?utm_source=plin_trip_destinations&utm_medium=referral,Dario Morandotti,madmartigand,https://unsplash.com/@madmartigand?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1541769740-098e80269166?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTl8fGNhaXJvJTIwZWd5cHR8ZW58MHx8fHwxNzc2NjE4NjgxfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:22.271Z,false
145,capetown,케이프타운,capetown.jpg,international,africa,ZA,cape town South Africa,low,17,IAytV8T2Qvc,city-beside-body-of-water-and-mountains-IAytV8T2Qvc,https://unsplash.com/photos/city-beside-body-of-water-and-mountains-IAytV8T2Qvc?utm_source=plin_trip_destinations&utm_medium=referral,Finding Dan | Dan Grinwis,finding_dan,https://unsplash.com/@finding_dan?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1529528070131-eda9f3e90919?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8Y2FwZSUyMHRvd24lMjBzb3V0aCUyMGFmcmljYXxlbnwwfHx8fDE3NzY2MTg2ODN8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:25.016Z,false
146,jinju,진주,jinju.jpg,domestic,gyeongsang,KR,jinju South Korea,low,-26,Qb7pkKcsu5w,an-open-window-shows-a-city-view-Qb7pkKcsu5w,https://unsplash.com/photos/an-open-window-shows-a-city-view-Qb7pkKcsu5w?utm_source=plin_trip_destinations&utm_medium=referral,Minyeong Jeong,manonsfoto,https://unsplash.com/@manonsfoto?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1745659601753-cdae3765d549?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8amluanUlMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODY4Nnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:27.584Z,false
147,marrakech,마라케시,marrakech.jpg,international,africa,MA,marrakech Morocco,low,11,OKSNNm8Sw24,brown-wooden-chairs-and-table-OKSNNm8Sw24,https://unsplash.com/photos/brown-wooden-chairs-and-table-OKSNNm8Sw24?utm_source=plin_trip_destinations&utm_medium=referral,h.ekd,thecameron,https://unsplash.com/@thecameron?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1596750272102-3841588bc539?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTZ8fG1hcnJha2VjaCUyMG1vcm9jY298ZW58MHx8fHwxNzc2NTYxNzQ2fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:11:29.787Z,false
